iteration,reward_mean,length_mean,games,loss
265000,2.75,5.75,8.0,1.4558469274561503e-06
265500,5.5,8.5,8.0,1.3966199730930384e-05
266000,3.0,6.0,8.0,1.3035160009167157e-05
266500,5.38,8.38,8.0,1.3082717487122864e-05
267000,5.38,8.38,8.0,8.138154953485355e-06
267500,3.5,6.5,8.0,6.5795866248663515e-06
268000,4.62,7.62,8.0,2.853617388609564e-06
268500,6.5,9.5,8.0,6.241625214897795e-06
269000,1.5,3.88,8.0,4.0442841964249965e-06
269500,4.75,7.75,8.0,0.005121901631355286
270000,3.75,6.75,8.0,3.2292414289258886e-06
270500,4.0,7.0,8.0,5.96519312239252e-05
271000,3.62,6.62,8.0,2.0986613890272565e-05
271500,5.38,8.38,8.0,1.3461247363011353e-05
272000,4.62,7.62,8.0,4.259808974893531e-06
272500,5.0,8.0,8.0,3.4039098864013795e-06
273000,3.56,6.11,9.0,7.495716999983415e-05
273500,6.12,9.12,8.0,4.907311449642293e-06
274000,4.5,7.5,8.0,3.7947977489238838e-06
274500,4.12,7.12,8.0,7.622292741871206e-06
275000,3.62,6.62,8.0,1.9133462956233416e-06
275500,4.3,6.8,10.0,7.493260454793926e-06
276000,1.88,4.25,8.0,2.1226611352176405e-05
276500,5.88,8.88,8.0,4.045357854920439e-06
277000,3.25,6.25,8.0,8.383360636798898e-07
277500,3.3,6.0,10.0,1.2235170288477093e-05
278000,4.12,7.12,8.0,6.447434770961991e-06
278500,5.38,8.38,8.0,1.5084648111951537e-05
279000,4.0,7.0,8.0,5.594720278168097e-06
279500,2.62,5.62,8.0,2.771351319097448e-06
280000,4.38,7.38,8.0,7.859721335989889e-06
280500,2.22,4.78,9.0,6.639671937591629e-06
281000,4.0,7.0,8.0,6.782383570680395e-05
281500,4.5,7.5,8.0,3.4655447507248027e-06
282000,4.38,7.38,8.0,4.921987056150101e-06
282500,1.75,3.88,8.0,2.7352893994248006e-06
283000,3.5,6.0,8.0,3.1718598620500416e-05
283500,2.88,5.88,8.0,2.7039595806854777e-06
284000,4.0,7.0,8.0,2.395739329585922e-06
284500,1.5,3.9,10.0,1.9963404156442266e-06
285000,4.12,7.12,8.0,9.015701834869105e-06
285500,5.25,8.25,8.0,8.044227797654457e-06
286000,5.38,8.38,8.0,9.792071068659425e-06
286500,3.0,5.64,11.0,8.011273166630417e-06
287000,2.0,4.38,8.0,2.9242251912364736e-05
287500,2.78,5.22,9.0,1.2568498277687468e-06
288000,2.62,5.62,8.0,1.2235561371198855e-05
288500,4.0,7.0,8.0,2.3662512830924243e-05
289000,4.62,7.62,8.0,4.060847004438983e-06
289500,1.6,4.2,10.0,4.804234322364209e-06
290000,4.0,7.0,8.0,1.0317458873032592e-05
290500,2.12,5.12,8.0,7.247551366162952e-06
291000,5.0,8.0,8.0,4.5605979721585754e-06
291500,5.88,8.88,8.0,3.662542439997196e-06
292000,5.88,8.88,8.0,1.1183815331605729e-05
292500,5.75,8.75,8.0,8.933426215662621e-06
293000,3.75,6.75,8.0,4.014976184407715e-06
293500,3.75,6.75,8.0,1.2816556591133121e-05
294000,3.25,6.25,8.0,1.842812889663037e-05
294500,5.38,8.38,8.0,5.124598465044983e-05
295000,5.12,8.12,8.0,6.018190674694779e-07
295500,5.12,8.12,8.0,6.792695785406977e-05
296000,4.88,7.88,8.0,5.1611668823170476e-06
296500,4.38,7.38,8.0,8.714754585525952e-06
297000,4.25,7.25,8.0,3.112162403340335e-06
297500,4.0,7.0,8.0,2.8869260404462693e-06
298000,5.12,8.12,8.0,2.7148307708557695e-05
298500,4.12,7.12,8.0,1.075046748155728e-05
299000,4.62,7.62,8.0,1.0517114787944593e-06
299500,2.8,5.2,10.0,5.628441613225732e-06
300000,3.75,6.75,8.0,1.6014134871511487e-06
300500,3.0,6.0,8.0,1.6599457012489438e-05
301000,2.1,4.6,10.0,1.6718494180167909e-06
301500,4.12,7.12,8.0,3.1759411740495125e-06
302000,4.0,7.0,8.0,5.783002507087076e-06
302500,4.75,7.75,8.0,4.696860196418129e-05
303000,4.6,7.3,10.0,1.4765706509933807e-05
303500,4.12,7.12,8.0,1.1020129022654146e-05
304000,5.5,8.5,8.0,1.3890860373066971e-06
304500,3.62,6.62,8.0,2.2026865735824686e-06
305000,5.5,8.5,8.0,4.3394782551331446e-05
305500,5.0,8.0,8.0,1.979168246180052e-06
306000,4.0,7.0,8.0,9.3263531653065e-07
306500,4.38,7.38,8.0,3.907309292117134e-06
307000,2.0,4.45,11.0,2.985651372000575e-05
307500,5.0,8.0,8.0,3.005718463100493e-05
308000,1.12,3.25,8.0,8.677803270984441e-05
308500,3.38,6.38,8.0,3.012122579093557e-05
309000,6.12,9.12,8.0,5.667568984790705e-06
309500,6.38,9.38,8.0,2.060024826278095e-06
310000,4.12,7.12,8.0,4.5997768438610365e-07
310500,3.75,6.75,8.0,1.6302374206134118e-05
311000,4.88,7.88,8.0,1.0602951761029544e-06
311500,5.12,8.12,8.0,1.5759023881400935e-05
312000,5.38,8.38,8.0,3.930789534933865e-05
312500,2.92,5.5,12.0,2.4690883947187103e-05
313000,4.0,7.0,8.0,3.8820737245259807e-05
313500,5.12,8.12,8.0,1.772544351297256e-06
314000,6.38,9.38,8.0,9.276634500565706e-07
314500,4.5,7.5,8.0,0.0001308286446146667
315000,4.62,7.62,8.0,2.0766703528352082e-05
315500,4.38,7.38,8.0,1.9674729628604837e-05
316000,2.44,4.89,9.0,3.553457645466551e-06
316500,4.0,7.0,8.0,5.2576244343072176e-05
317000,4.12,7.12,8.0,8.081548003247008e-06
317500,4.5,7.5,8.0,2.7702453735400923e-06
318000,3.12,6.12,8.0,2.2542496935784584e-06
318500,3.5,6.25,8.0,1.2203943697386421e-05
319000,4.62,7.62,8.0,7.498306786146713e-06
319500,0.4,2.8,10.0,4.102550974494079e-06
320000,3.62,6.62,8.0,8.859838271746412e-05
320500,4.12,7.12,8.0,3.834147264569765e-06
321000,6.38,9.38,8.0,0.0011371361324563622
321500,2.89,5.33,9.0,9.18245177672361e-07
322000,2.2,4.8,10.0,2.764302280411357e-06
322500,5.5,8.5,8.0,2.3910097297630273e-06
323000,0.56,3.22,9.0,5.439671895146603e-06
323500,4.38,7.38,8.0,8.144388993969187e-05
324000,6.25,9.25,8.0,1.3940564713266212e-05
324500,4.0,7.0,8.0,4.820733465749072e-06
325000,3.75,6.75,8.0,1.3134983419149648e-05
325500,3.62,6.62,8.0,2.921818349932437e-06
326000,2.88,5.88,8.0,1.1205753253307194e-05
326500,1.9,4.3,10.0,1.8228553017252125e-05
327000,3.88,6.38,8.0,9.486750514042797e-07
327500,2.78,5.78,9.0,4.153960617259145e-06
328000,5.1,7.8,10.0,1.9599694951466518e-06
328500,3.0,6.0,8.0,2.2994219762040302e-05
329000,3.42,6.0,12.0,4.124593033338897e-06
329500,2.22,4.78,9.0,6.60290652376716e-06
330000,3.38,6.38,8.0,5.327606231730897e-06
330500,1.12,3.5,8.0,7.29603270883672e-05
331000,2.33,4.67,9.0,9.571745067660231e-07
331500,5.25,8.25,8.0,6.588787073269486e-05
332000,1.38,3.75,8.0,1.5103196346899495e-05
332500,4.5,7.5,8.0,1.0861577720788773e-05
333000,2.44,5.0,9.0,7.034697773633525e-06
333500,2.67,5.0,9.0,3.631959316408029e-06
334000,3.88,6.88,8.0,8.34729326015804e-06
334500,4.38,7.38,8.0,4.369449015939608e-05
335000,5.38,8.38,8.0,2.7530613806447946e-06
335500,3.0,6.0,8.0,1.2811497072107159e-05
336000,1.3,4.0,10.0,2.074415715469513e-05
336500,2.62,5.62,8.0,7.886086677899584e-06
337000,3.62,6.62,8.0,0.00040391235961578786
337500,2.0,4.44,9.0,0.00018992714467458427
338000,4.88,7.88,8.0,0.00030967051861807704
338500,4.38,7.38,8.0,2.3065870209393324e-06
339000,6.0,9.0,8.0,2.1098763681948185e-05
339500,1.56,4.22,9.0,1.9045535736950114e-05
340000,4.38,7.38,8.0,3.3162634736072505e-06
340500,3.88,6.88,8.0,5.406523087003734e-07
341000,5.12,8.12,8.0,2.3397617496812018e-06
341500,5.25,8.25,8.0,4.43195767729776e-06
342000,2.25,5.25,8.0,7.104817996150814e-06
342500,3.75,6.75,8.0,5.0900207497761585e-06
343000,4.88,7.88,8.0,7.2687935244175605e-06
343500,3.25,6.25,8.0,4.259379238646943e-06
344000,2.5,5.08,12.0,1.9570195490814513e-06
344500,3.62,6.62,8.0,1.689318560238462e-05
345000,3.88,6.88,8.0,1.6465826320199994e-06
345500,4.0,7.0,8.0,0.00016985248657874763
346000,4.5,7.5,8.0,1.1625093065958936e-06
346500,5.0,8.0,8.0,1.4429233488044702e-05
347000,3.33,6.11,9.0,3.768077249333146e-06
347500,5.5,8.5,8.0,2.956098569484311e-06
348000,3.12,6.12,8.0,3.986291631008498e-06
348500,4.12,7.12,8.0,1.5013853271739208e-06
349000,4.75,7.75,8.0,1.0611788638925646e-06
349500,4.75,7.75,8.0,5.077367404737743e-06
350000,5.88,8.88,8.0,0.00010516915790503845
350500,4.38,7.38,8.0,4.849483502766816e-06
351000,5.5,8.5,8.0,1.6004586314011249e-06
351500,3.25,6.25,8.0,4.094717496627709e-06
352000,3.4,6.0,10.0,2.198692754973308e-06
352500,1.0,4.0,8.0,5.5807445278333034e-06
353000,7.38,10.38,8.0,6.705196938128211e-06
353500,3.56,6.33,9.0,9.584811778040603e-06
354000,3.11,5.89,9.0,7.946533878566697e-05
354500,1.38,3.75,8.0,3.52979805029463e-05
355000,5.62,8.62,8.0,7.895945600466803e-06
355500,5.5,8.5,8.0,1.623870275579975e-06
356000,2.5,5.5,8.0,1.2809357485821238e-06
356500,1.88,4.5,8.0,1.5541164657406625e-06
357000,2.0,4.38,8.0,0.004988003056496382
357500,2.0,5.0,8.0,2.5891054974636063e-05
358000,3.55,6.18,11.0,1.80715651367791e-05
358500,4.0,7.0,8.0,1.0257012945658062e-05
359000,2.38,5.38,8.0,8.91754370968556e-06
359500,1.38,4.38,8.0,3.742841363418847e-05
360000,4.1,6.8,10.0,1.6616128050372936e-05
360500,2.22,4.56,9.0,6.145331099105533e-06
361000,2.0,4.64,11.0,1.662069007579703e-05
361500,3.5,6.5,8.0,1.3200098010202055e-06
362000,3.5,6.2,10.0,1.5456469100172399e-06
362500,3.0,6.0,8.0,4.795550466951681e-06
363000,4.44,7.0,9.0,1.1189321412530262e-05
363500,8.25,11.25,8.0,6.644975201197667e-06
364000,3.0,5.55,11.0,4.023165274702478e-06
364500,2.45,5.09,11.0,4.469167470233515e-05
365000,5.5,8.5,8.0,7.846652442822233e-05
365500,3.0,6.0,8.0,3.58258466803818e-06
366000,3.12,6.12,8.0,8.026172872632742e-05
366500,5.88,8.88,8.0,4.314207399147563e-05
367000,4.62,7.62,8.0,5.648691512760706e-06
367500,4.5,7.5,8.0,1.3358467185753398e-06
368000,4.38,7.38,8.0,4.365821951068938e-06
368500,3.62,6.62,8.0,1.8156376881961478e-06
369000,5.5,8.5,8.0,1.2839988812629599e-05
369500,2.5,5.5,8.0,1.4996171557868365e-06
370000,4.62,7.62,8.0,1.14980066427961e-05
370500,3.75,6.75,8.0,1.61654349994933e-06
371000,3.5,6.5,8.0,3.837495569314342e-06
371500,5.25,8.25,8.0,3.8080511330917943e-06
372000,4.25,7.25,8.0,3.347069650772028e-05
372500,5.0,8.0,8.0,3.0890785183146363e-06
373000,3.62,6.62,8.0,2.506383680156432e-06
373500,6.88,9.88,8.0,1.2921976804136648e-06
374000,2.38,5.38,8.0,8.714666819287231e-07
374500,4.62,7.62,8.0,6.703905000904342e-06
375000,5.12,8.12,8.0,5.2433124437811784e-06
375500,5.88,8.88,8.0,1.3271389434521552e-05
376000,1.73,4.27,11.0,3.6914887004968477e-06
376500,4.38,7.38,8.0,1.2601178241311572e-05
377000,2.75,5.25,12.0,8.195107511710376e-06
377500,6.38,9.38,8.0,7.0942701313470025e-06
378000,2.75,5.75,8.0,7.951672159833834e-05
378500,4.62,7.62,8.0,2.9182983780629e-06
379000,3.38,6.38,8.0,2.1539737645071e-05
379500,1.12,3.38,8.0,9.231134185938572e-07
380000,5.12,8.12,8.0,2.8876380383735523e-05
380500,4.75,7.75,8.0,4.5290157686395105e-06
381000,3.88,6.88,8.0,2.817017048073467e-06
381500,4.5,7.5,8.0,3.1459701403946383e-06
382000,3.75,6.75,8.0,1.1076781447627582e-05
382500,5.62,8.62,8.0,5.789177976112114e-06
383000,5.75,8.75,8.0,1.0033063517767005e-06
383500,4.12,7.12,8.0,3.280564669694286e-06
384000,4.25,7.25,8.0,1.746593989082612e-05
384500,2.75,5.75,8.0,5.576743660640204e-06
385000,4.25,7.25,8.0,1.1238142178626731e-05
385500,2.27,4.82,11.0,8.802743423075299e-07
386000,5.0,8.0,8.0,2.7888747354154475e-05
386500,3.75,6.75,8.0,4.9234517973673064e-06
387000,7.25,10.25,8.0,7.0929158937360626e-06
387500,4.0,7.0,8.0,3.011148464793223e-06
388000,3.75,6.75,8.0,7.338555860769702e-07
388500,2.62,5.62,8.0,7.744663889752701e-06
389000,6.5,9.5,8.0,8.009671546460595e-06
389500,3.25,6.25,8.0,2.7148712433699984e-06
390000,3.62,6.62,8.0,1.945620169863105e-06
390500,3.78,6.56,9.0,2.0036125079059275e-06
391000,3.5,6.5,8.0,2.5971976356231607e-05
391500,2.38,5.38,8.0,1.1354656635376159e-05
392000,7.12,10.12,8.0,7.541730155935511e-06
392500,5.75,8.75,8.0,1.821035993998521e-06
393000,5.12,8.12,8.0,2.128070946127991e-06
393500,4.88,7.88,8.0,2.6597103897074703e-06
394000,7.75,10.75,8.0,3.875917172990739e-06
394500,3.62,6.62,8.0,1.8210996586276451e-06
395000,1.56,3.89,9.0,5.912473625357961e-06
395500,3.88,6.88,8.0,4.5026798034086823e-05
396000,0.12,3.12,8.0,2.3106863409338985e-06
396500,8.0,11.0,8.0,8.776140020927414e-06
397000,1.33,3.56,9.0,8.968674592324533e-06
397500,5.62,8.62,8.0,2.0459783627302386e-05
398000,1.62,4.62,8.0,2.71481826530362e-06
398500,3.5,6.5,8.0,4.4717394303006586e-06
399000,2.5,5.5,8.0,1.3554342331190128e-05
399500,2.62,5.62,8.0,4.453553265193477e-05
400000,1.5,3.75,8.0,6.575864244950935e-05
400500,3.12,6.12,8.0,2.931562676167232e-06
401000,2.12,5.12,8.0,2.2005274331604596e-06
401500,4.38,7.38,8.0,1.4244180420064367e-05
402000,3.62,6.62,8.0,3.4876786685344996e-06
402500,5.25,8.25,8.0,0.004842001013457775
403000,2.75,5.75,8.0,7.458344953192864e-06
403500,2.88,5.88,8.0,3.157679020659998e-05
404000,5.25,8.25,8.0,1.926610366353998e-06
404500,4.5,7.5,8.0,1.5940095181576908e-05
405000,3.0,6.0,8.0,8.705394066055305e-06
405500,3.88,6.88,8.0,9.54154984356137e-07
406000,5.38,8.38,8.0,3.5246488550910726e-05
406500,4.12,7.12,8.0,1.4759068108105566e-05
407000,4.75,7.75,8.0,3.012282149938983e-06
407500,4.25,7.25,8.0,7.271308277267963e-06
408000,5.25,8.25,8.0,1.2561733910843031e-06
408500,5.5,8.5,8.0,1.2854504348069895e-05
409000,5.62,8.62,8.0,4.4082271415391006e-06
409500,3.12,6.12,8.0,6.6543739194457885e-06
410000,4.5,7.5,8.0,8.159424396581016e-06
410500,4.12,7.12,8.0,1.358038298349129e-05
411000,3.75,6.75,8.0,1.1579096280911472e-05
411500,4.25,7.25,8.0,5.548173703573411e-06
412000,4.62,7.62,8.0,9.268353096558712e-06
412500,3.0,6.0,8.0,5.869198503205553e-06
413000,4.38,7.38,8.0,1.3637638403452002e-05
413500,2.12,5.12,8.0,1.3235890037321951e-06
414000,3.75,6.75,8.0,5.275750481814612e-06
414500,2.25,4.83,12.0,5.337532456906047e-06
415000,2.25,4.62,8.0,1.333787167823175e-05
415500,3.12,6.12,8.0,2.9565957447630353e-05
416000,4.62,7.62,8.0,1.0721471880970057e-05
416500,3.25,6.25,8.0,4.4891626203025226e-06
417000,3.62,6.62,8.0,1.045502085617045e-05
417500,2.45,5.09,11.0,1.3013327588851098e-06
418000,0.44,2.78,9.0,1.3824587767885532e-05
418500,3.25,6.25,8.0,4.568901931634173e-05
419000,5.0,8.0,8.0,8.80000698089134e-07
419500,5.25,8.25,8.0,2.3574668830406154e-06
420000,3.25,6.25,8.0,2.4425062292721123e-06
420500,6.62,9.62,8.0,6.163560101413168e-06
421000,2.12,5.12,8.0,4.599255771609023e-05
421500,6.12,9.12,8.0,4.606183574651368e-05
422000,1.38,3.62,8.0,4.165411155554466e-06
422500,1.22,3.56,9.0,3.241855665692128e-05
423000,3.25,6.25,8.0,1.0447372915223241e-05
423500,2.64,5.18,11.0,3.3874009659484727e-06
424000,5.88,8.88,8.0,2.626866489663371e-06
424500,4.62,7.62,8.0,1.2573550520755816e-06
425000,5.75,8.75,8.0,1.992899569813744e-06
425500,3.0,6.0,8.0,0.00011075995280407369
426000,4.62,7.62,8.0,0.001777434954419732
426500,4.12,7.12,8.0,3.830172772723017e-06
427000,2.56,5.33,9.0,1.2307929864618927e-05
427500,3.5,6.0,10.0,1.321101194662333e-06
428000,3.25,6.25,8.0,1.4932228623365518e-05
428500,6.0,9.0,8.0,1.2002909898001235e-05
429000,3.55,6.18,11.0,4.195107521809405e-06
429500,4.38,7.38,8.0,3.419683707761578e-05
430000,4.12,7.12,8.0,1.1182019079569727e-05
430500,4.75,7.75,8.0,1.462400746277126e-06
431000,5.0,8.0,8.0,5.608666469925083e-06
431500,2.0,4.38,8.0,2.7851410777657293e-05
432000,2.75,5.75,8.0,1.6902971765375696e-05
432500,5.0,8.0,8.0,1.1581915714486968e-05
433000,3.4,6.1,10.0,4.233394065522589e-06
433500,3.2,5.8,10.0,2.642375693540089e-05
434000,4.12,7.12,8.0,6.789510734961368e-06
434500,2.88,5.88,8.0,1.0411523362563457e-05
435000,2.75,5.75,8.0,6.701336587866535e-06
435500,2.73,5.36,11.0,9.823081654758425e-07
436000,3.5,6.5,8.0,4.56027191830799e-06
436500,3.12,6.12,8.0,9.347278364657541e-07
437000,3.75,6.75,8.0,8.467201041639782e-06
437500,3.62,5.75,8.0,8.56748920341488e-06
438000,4.12,7.12,8.0,1.0555973858572543e-05
438500,5.5,8.5,8.0,1.7564944982950692e-06
439000,2.75,5.75,8.0,2.7093715289083775e-06
439500,3.88,6.88,8.0,7.19687232049182e-05
440000,4.25,7.25,8.0,5.502729891304625e-06
440500,7.12,10.12,8.0,4.7747898861416616e-06
441000,4.88,7.88,8.0,0.00023734831484034657
441500,4.12,7.12,8.0,3.0084970603638794e-06
442000,5.25,8.25,8.0,2.4409318939433433e-06
442500,4.12,7.12,8.0,1.6024541764636524e-06
443000,4.12,7.12,8.0,1.7235659470316023e-05
443500,0.75,2.75,8.0,7.690488246225868e-07
444000,4.5,7.5,8.0,4.158580850344151e-05
444500,2.88,5.88,8.0,1.938945842994144e-06
445000,3.75,6.75,8.0,3.3264473131566774e-06
445500,6.5,9.5,8.0,1.6873697177288705e-06
446000,4.0,7.0,8.0,2.0060497263330035e-06
446500,9.5,12.5,8.0,2.3915813471830916e-06
447000,4.6,7.3,10.0,1.155560039478587e-05
447500,4.4,7.1,10.0,0.0017873860197141767
448000,5.12,8.12,8.0,2.920161932706833e-05
448500,5.38,8.38,8.0,1.8770999304251745e-05
449000,4.5,7.5,8.0,1.1845071412608377e-06
449500,4.88,7.88,8.0,6.87013834976824e-06
450000,3.38,6.38,8.0,3.7688612792408094e-05
450500,5.38,8.38,8.0,8.414875628659502e-05
451000,5.12,8.12,8.0,6.105903594288975e-05
451500,2.62,5.62,8.0,1.7703375760902418e-06
452000,5.75,8.75,8.0,0.00021062319865450263
452500,1.25,3.62,8.0,6.712538379360922e-06
453000,5.25,8.25,8.0,3.7829686334589496e-05
453500,3.12,6.12,8.0,4.694441486208234e-06
454000,2.36,5.0,11.0,4.482546137296595e-05
454500,4.0,7.0,8.0,4.441738383320626e-06
455000,0.38,3.38,8.0,5.861468252987834e-06
455500,4.62,7.62,8.0,1.0487634426681325e-05
456000,6.25,9.25,8.0,4.9502750698593445e-06
456500,3.75,6.75,8.0,1.1335213230267982e-06
457000,6.12,9.12,8.0,3.2732466934248805e-05
457500,1.75,4.75,8.0,2.265101329612662e-06
458000,3.62,6.62,8.0,2.340979699511081e-05
458500,4.0,7.0,8.0,8.752059329708572e-06
459000,3.88,6.88,8.0,1.1981826901319437e-05
459500,6.0,9.0,8.0,4.866108611167874e-06
460000,5.12,8.12,8.0,5.027068709750893e-06
460500,5.25,8.25,8.0,9.180835149891209e-06
461000,5.62,8.62,8.0,0.0004882736539002508
461500,4.38,7.38,8.0,1.7931753973243758e-05
462000,3.25,6.25,8.0,4.462666765903123e-05
462500,1.5,4.5,8.0,5.053544737165794e-05
463000,5.62,8.62,8.0,0.0001019568953779526
463500,6.12,9.12,8.0,0.00010863582429010421
464000,6.0,9.0,8.0,4.676432581618428e-06
464500,4.75,7.75,8.0,2.003298277486465e-06
465000,2.62,5.62,8.0,5.047249487688532e-06
465500,1.5,4.5,8.0,3.949359597754665e-05
466000,1.62,3.75,8.0,2.743947334238328e-05
466500,2.2,4.9,10.0,2.603128450573422e-05
467000,3.62,6.62,8.0,7.982272109074984e-06
467500,5.25,8.25,8.0,3.0018347842997173e-06
468000,5.0,8.0,8.0,9.420567948836833e-05
468500,5.75,8.75,8.0,3.0015045922482386e-05
469000,2.89,5.44,9.0,8.771945431362838e-06
469500,4.25,7.25,8.0,1.2459765457606409e-05
470000,3.0,6.0,8.0,3.629403181548696e-06
470500,3.88,6.88,8.0,1.3492397556547076e-05
471000,4.0,7.0,8.0,3.2673360692569986e-06
471500,4.0,7.0,8.0,2.786920049402397e-05
472000,3.78,6.33,9.0,1.564238846185617e-05
472500,4.25,7.25,8.0,0.004797198344022036
473000,4.25,7.25,8.0,1.2728136425721459e-05
473500,3.88,6.88,8.0,9.408729056303855e-06
474000,4.0,7.0,8.0,2.2739444830222055e-05
474500,1.6,4.1,10.0,5.551349659072002e-06
475000,4.62,7.62,8.0,1.2850796338170767e-05
475500,5.12,8.12,8.0,8.224493285524659e-06
476000,2.4,5.1,10.0,0.0001019492483465001
476500,0.38,3.38,8.0,5.27168685948709e-06
477000,4.5,7.5,8.0,4.2359337385278195e-05
477500,5.5,8.5,8.0,4.224069562042132e-05
478000,2.5,4.75,8.0,1.8875201931223273e-05
478500,1.75,4.0,8.0,1.8755661585601047e-05
479000,1.33,3.78,9.0,1.1538121725607198e-05
479500,4.75,7.75,8.0,1.0035314517153893e-05
480000,1.8,4.1,10.0,2.4792348995106295e-05
480500,4.75,7.75,8.0,2.2195341443875805e-05
481000,4.88,7.88,8.0,1.3731194030697225e-06
481500,3.38,6.38,8.0,1.787477685866179e-06
482000,4.62,7.62,8.0,1.8781402104650624e-06
482500,5.75,8.75,8.0,7.4998843047069386e-06
483000,5.12,8.12,8.0,7.132791779440595e-06
483500,6.0,9.0,8.0,1.7407408449798822e-05
484000,2.0,5.0,8.0,2.344868789805332e-06
484500,6.25,9.25,8.0,2.3223190510179847e-05
485000,3.5,6.5,8.0,0.00017247900541406125
485500,2.4,5.0,10.0,4.092544986633584e-05
486000,4.38,7.38,8.0,3.1685012800153345e-05
486500,3.18,5.82,11.0,4.148562948103063e-05
487000,1.9,4.4,10.0,1.114031965698814e-05
487500,3.38,6.38,8.0,4.128739965381101e-05
488000,4.62,7.62,8.0,2.1886840841034427e-05
488500,3.78,6.22,9.0,6.296127139648888e-06
489000,5.0,8.0,8.0,1.1805024769273587e-05
489500,3.89,6.89,9.0,0.00484854681417346
490000,5.12,8.12,8.0,4.934987373417243e-06
490500,5.75,8.75,8.0,5.832039732922567e-06
491000,4.38,7.38,8.0,7.984534931892995e-06
491500,1.5,3.88,8.0,5.3064286476001143e-05
492000,2.44,4.67,9.0,2.8331120120128617e-05
492500,2.7,5.1,10.0,2.9565695513156243e-05
493000,3.56,5.89,9.0,4.306141363485949e-06
493500,3.18,5.82,11.0,6.446599854825763e-06
494000,4.25,7.25,8.0,1.2011805665679276e-05
494500,4.62,7.62,8.0,2.4843982373567997e-06
495000,2.75,5.75,8.0,7.271684808074497e-06
495500,3.75,6.75,8.0,9.953318112820853e-06
496000,1.6,4.2,10.0,8.141293801600114e-05
496500,4.5,7.5,8.0,2.6063897166750394e-05
497000,3.0,6.0,8.0,3.8280300941551104e-05
497500,2.88,5.88,8.0,2.683659658941906e-05
498000,0.25,3.25,8.0,1.3058237527729943e-05
498500,3.3,5.9,10.0,2.2059095499571413e-05
499000,2.89,5.44,9.0,7.379716748801002e-07
499500,5.25,8.25,8.0,2.4460377971990965e-06
500000,1.6,4.3,10.0,1.508748118794756e-05
500500,4.25,7.25,8.0,6.535300599352922e-06
501000,6.5,9.5,8.0,5.813085863337619e-06
